PMID,ArticleTitle,AbstractText,Authors,DOI,Journal,PubDate_Year,PubDate_Month
30000392,Genetic Diversity of Pollinators in Fragmented Habitats,Long-term monitoring of Osmia lignaria populations in Central Valley CA reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Jones K, Taylor S, Jackson B",10.13993/pollinator.2013.4189,Ecology Letters,2013,5
30000393,Long-Term Trends in Pollinator Abundance and Pesticide Use,Urban gardens in Midwest US provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 383x higher in garden plots.,"Johnson A, Brown M, Anderson T, Smith J, Wilson P",10.15434/pollinator.2011.7883,Science of the Total Environment,2014,1
30000394,Genetic Diversity of Pollinators in Fragmented Habitats,Habitat fragmentation in Pacific Northwest leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 277 sampling sites over 3 years.,"Garcia L, Thomas D, Wilson P",10.12189/pollinator.2019.3163,PNAS,2019,6
30000395,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 468 sampling sites over 10 years.,"Williams R, Taylor S, Jones K",10.15562/pollinator.2021.2660,"Agriculture, Ecosystems & Environment",2023,7
30000396,Genetic Diversity of Pollinators in Fragmented Habitats,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 6 days per decade.","Williams R, Thomas D",10.19802/pollinator.2011.8366,Journal of Applied Ecology,2014,2
30000397,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Bombus terrestris populations in Midwest US reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Wilson P, Brown M, Jones K",10.11936/pollinator.2010.4272,Science of the Total Environment,2014,6
30000398,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native native bumblebee populations. We analyzed 471 sampling sites over 6 years.,"Moore H, Brown M, Johnson A",10.11717/pollinator.2010.5474,Journal of Applied Ecology,2018,6
30000399,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of imidacloprid exposure on Megachile rotundata colonies across Eastern Seaboard. Results indicate a 49% decline in colony health metrics over the study period.,"Jones K, Johnson A, Martin F, Martinez C",10.19970/pollinator.2015.6398,Science of the Total Environment,2018,12
30000400,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Midwest US provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 397x higher in garden plots.,"Martinez C, Wilson P, Smith J, Taylor S, Jones K",10.16589/pollinator.2014.6809,Environmental Science & Technology,2019,6
30000401,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of imidacloprid found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 30% of tested fields.,"Johnson A, Wilson P, Williams R, Lee W, Smith J",10.19396/pollinator.2016.1186,Nature Ecology & Evolution,2013,10
30000402,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of organophosphate found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 36% of tested fields.,"Thomas D, Martin F, Garcia L, Johnson A, Taylor S",10.17352/pollinator.2013.1628,"Agriculture, Ecosystems & Environment",2015,10
30000403,Genetic Diversity of Pollinators in Fragmented Habitats,Residues of organophosphate found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 14% of tested fields.,"Anderson T, Smith J, Martin F, Lee W, Thomas D",10.14200/pollinator.2023.3602,Science of the Total Environment,2023,10
30000404,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 44% of tested fields.,"Anderson T, Jackson B, Martinez C, Taylor S, Lee W",10.13952/pollinator.2024.8384,Journal of Applied Ecology,2019,3
30000405,Genetic Diversity of Pollinators in Fragmented Habitats,Urban gardens in Central Valley CA provide crucial refuge for Osmia lignaria amidst surrounding agricultural monocultures. Species richness was 266x higher in garden plots.,"Thomas D, Moore H",10.15723/pollinator.2022.1623,Environmental Science & Technology,2014,9
30000406,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of organophosphate found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 48% of tested fields.,"Brown M, Lee W, Martin F",10.14799/pollinator.2023.2286,Nature Ecology & Evolution,2011,2
30000407,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,This study evaluates the impact of thiamethoxam exposure on Apis mellifera colonies across Great Plains. Results indicate a 27% decline in colony health metrics over the study period.,"Jones K, Martinez C",10.15828/pollinator.2022.4977,PNAS,2023,6
30000408,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 106 studies spanning 17 years demonstrates that neonicotinoid negatively affects Osmia lignaria foraging behavior and navigation abilities.,"Thomas D, Jackson B, Lee W, Smith J, Johnson A",10.16074/pollinator.2023.6913,Science of the Total Environment,2012,8
30000409,Sublethal Neonicotinoid Effects on Solitary Bees,Field trials in Great Plains show that integrated pest management reduces Bombus impatiens mortality by 46% compared to conventional glyphosate application schedules.,"Garcia L, Martinez C",10.18142/pollinator.2014.6118,Ecology Letters,2017,12
30000410,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of glyphosate found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 33% of tested fields.,"Williams R, Martinez C, Garcia L, Martin F, Thomas D",10.19048/pollinator.2018.4148,PNAS,2017,5
30000411,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Pacific Northwest, disrupting native bumblebee pollination networks. Mean bloom date advanced by 2 days per decade.","Anderson T, Martinez C, Jackson B",10.14134/pollinator.2017.1507,Ecology Letters,2021,8
30000412,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 253 sampling sites over 15 years.,"Garcia L, Anderson T",10.15265/pollinator.2012.2410,PNAS,2023,3
30000413,Long-Term Trends in Pollinator Abundance and Pesticide Use,This study evaluates the impact of clothianidin exposure on Osmia lignaria colonies across Central Valley CA. Results indicate a 28% decline in colony health metrics over the study period.,"Anderson T, Jackson B, Moore H",10.13419/pollinator.2021.3009,"Agriculture, Ecosystems & Environment",2021,6
30000414,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of native bumblebee populations in Central Valley CA reveals significant population declines linked to neonicotinoid application rates. We recommend immediate policy intervention.,"Moore H, Jones K",10.13520/pollinator.2023.8530,Journal of Applied Ecology,2013,10
30000415,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Eastern Seaboard provide crucial refuge for native bumblebee amidst surrounding agricultural monocultures. Species richness was 83x higher in garden plots.,"Wilson P, Lee W, Williams R, Jackson B",10.12529/pollinator.2012.6914,Journal of Applied Ecology,2014,8
30000416,Urban Pollinator Conservation: A Garden Ecology Study,This study evaluates the impact of organophosphate exposure on Bombus terrestris colonies across Eastern Seaboard. Results indicate a 53% decline in colony health metrics over the study period.,"Martinez C, Lee W, Wilson P, Thomas D",10.17607/pollinator.2018.4881,Science of the Total Environment,2017,9
30000417,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Eastern Seaboard provide crucial refuge for Bombus impatiens amidst surrounding agricultural monocultures. Species richness was 354x higher in garden plots.,"Taylor S, Martin F",10.16298/pollinator.2024.5143,Nature Ecology & Evolution,2017,7
30000418,Integrated Pest Management Benefits for Pollinator Health,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 13% of tested fields.,"Garcia L, Moore H, Lee W, Wilson P",10.18653/pollinator.2012.8254,Science of the Total Environment,2014,6
30000419,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 5 days per decade.","Taylor S, Garcia L, Jones K",10.17092/pollinator.2015.8155,PNAS,2012,7
30000420,Pesticide Impact on Honeybee Colony Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 15% of tested fields.,"Jackson B, Garcia L",10.12965/pollinator.2015.4296,"Agriculture, Ecosystems & Environment",2017,12
30000421,Urban Pollinator Conservation: A Garden Ecology Study,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 10 days per decade.","Jackson B, Wilson P",10.14379/pollinator.2010.3695,Environmental Science & Technology,2023,7
30000422,Sublethal Neonicotinoid Effects on Solitary Bees,Habitat fragmentation in Southern US leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 147 sampling sites over 10 years.,"Williams R, Anderson T, Brown M, Smith J",10.11908/pollinator.2011.5079,PNAS,2014,3
30000423,Long-Term Trends in Pollinator Abundance and Pesticide Use,Habitat fragmentation in Pacific Northwest leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 174 sampling sites over 7 years.,"Anderson T, Thomas D",10.19347/pollinator.2017.4631,Science of the Total Environment,2011,2
30000424,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 154 sampling sites over 17 years.,"Martin F, Jackson B, Taylor S, Anderson T, Martinez C",10.11598/pollinator.2020.9586,"Agriculture, Ecosystems & Environment",2023,1
30000425,Genetic Diversity of Pollinators in Fragmented Habitats,Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 298x higher in garden plots.,"Brown M, Williams R, Wilson P, Jones K",10.18021/pollinator.2017.1364,PNAS,2010,12
30000426,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Megachile rotundata. Lethal dose thresholds were exceeded in 9% of tested fields.,"Johnson A, Wilson P, Lee W, Smith J, Moore H",10.11468/pollinator.2010.8335,Ecology Letters,2023,12
30000427,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 203 sampling sites over 3 years.,"Anderson T, Jones K, Martinez C",10.17404/pollinator.2024.6453,"Agriculture, Ecosystems & Environment",2010,4
30000428,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Central Valley CA show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional imidacloprid application schedules.,"Wilson P, Taylor S",10.18469/pollinator.2015.6275,Journal of Applied Ecology,2020,8
30000429,Urban Pollinator Conservation: A Garden Ecology Study,Habitat fragmentation in Pacific Northwest leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 343 sampling sites over 13 years.,"Wilson P, Johnson A, Martin F",10.12937/pollinator.2015.4558,Environmental Science & Technology,2023,12
30000430,Genetic Diversity of Pollinators in Fragmented Habitats,Urban gardens in Central Valley CA provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 280x higher in garden plots.,"Williams R, Martinez C, Garcia L",10.11759/pollinator.2012.1131,Nature Ecology & Evolution,2021,1
30000431,Integrated Pest Management Benefits for Pollinator Health,Field trials in Eastern Seaboard show that integrated pest management reduces Bombus impatiens mortality by 42% compared to conventional clothianidin application schedules.,"Jackson B, Wilson P, Williams R, Moore H, Jones K",10.15601/pollinator.2024.8831,Journal of Applied Ecology,2016,10
30000432,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Megachile rotundata pollination networks. Mean bloom date advanced by 9 days per decade.","Anderson T, Martinez C, Johnson A, Garcia L",10.16753/pollinator.2022.9745,Journal of Applied Ecology,2020,10
30000433,Long-Term Trends in Pollinator Abundance and Pesticide Use,Field trials in Midwest US show that integrated pest management reduces Osmia lignaria mortality by 64% compared to conventional organophosphate application schedules.,"Martinez C, Lee W",10.12390/pollinator.2017.4839,Ecology Letters,2012,1
30000434,Urban Pollinator Conservation: A Garden Ecology Study,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 179 sampling sites over 7 years.,"Johnson A, Martinez C, Brown M, Martin F",10.16426/pollinator.2017.4919,Environmental Science & Technology,2017,4
30000435,Long-Term Trends in Pollinator Abundance and Pesticide Use,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting Osmia lignaria pollination networks. Mean bloom date advanced by 5 days per decade.","Wilson P, Moore H",10.15305/pollinator.2023.9011,Ecology Letters,2020,4
30000436,Integrated Pest Management Benefits for Pollinator Health,Urban gardens in Great Plains provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 428x higher in garden plots.,"Johnson A, Garcia L, Brown M",10.12386/pollinator.2017.5923,PNAS,2018,2
30000437,Sublethal Neonicotinoid Effects on Solitary Bees,Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 56% of tested fields.,"Johnson A, Jones K, Anderson T, Wilson P",10.17381/pollinator.2022.7243,Environmental Science & Technology,2020,1
30000438,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Great Plains leads to reduced genetic diversity in native Bombus terrestris populations. We analyzed 126 sampling sites over 4 years.,"Moore H, Garcia L, Anderson T, Wilson P, Williams R",10.12979/pollinator.2012.9318,"Agriculture, Ecosystems & Environment",2013,6
30000439,Pesticide Impact on Honeybee Colony Health,Urban gardens in Pacific Northwest provide crucial refuge for Bombus terrestris amidst surrounding agricultural monocultures. Species richness was 466x higher in garden plots.,"Thomas D, Brown M, Jackson B",10.11860/pollinator.2010.9010,Science of the Total Environment,2016,12
30000440,Integrated Pest Management Benefits for Pollinator Health,Long-term monitoring of Megachile rotundata populations in Southern US reveals significant population declines linked to glyphosate application rates. We recommend immediate policy intervention.,"Thomas D, Martin F",10.16990/pollinator.2022.1716,"Agriculture, Ecosystems & Environment",2015,1
30000441,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 49% compared to conventional neonicotinoid application schedules.,"Taylor S, Moore H, Anderson T, Wilson P",10.19738/pollinator.2024.7685,Journal of Applied Ecology,2022,8
30000442,Pesticide Impact on Honeybee Colony Health,Habitat fragmentation in Pacific Northwest leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 367 sampling sites over 16 years.,"Thomas D, Smith J, Garcia L",10.14796/pollinator.2020.4722,Journal of Applied Ecology,2022,12
30000443,Integrated Pest Management Benefits for Pollinator Health,Residues of imidacloprid found in pollen samples correlate with increased mortality in Bombus impatiens. Lethal dose thresholds were exceeded in 38% of tested fields.,"Johnson A, Martinez C",10.12211/pollinator.2010.4702,Environmental Science & Technology,2010,5
30000444,Sublethal Neonicotinoid Effects on Solitary Bees,Long-term monitoring of Bombus impatiens populations in Central Valley CA reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Johnson A, Jones K, Martinez C, Wilson P, Smith J",10.11641/pollinator.2019.3943,Environmental Science & Technology,2017,9
30000445,Integrated Pest Management Benefits for Pollinator Health,"Climate change shifts the phenology of flowering plants in Central Valley CA, disrupting native bumblebee pollination networks. Mean bloom date advanced by 11 days per decade.","Jones K, Martin F",10.18761/pollinator.2010.6671,Nature Ecology & Evolution,2021,9
30000446,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Long-term monitoring of Osmia lignaria populations in Eastern Seaboard reveals significant population declines linked to clothianidin application rates. We recommend immediate policy intervention.,"Taylor S, Jones K, Johnson A, Moore H",10.11863/pollinator.2011.1710,Ecology Letters,2022,8
30000447,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of glyphosate exposure on Apis mellifera colonies across Southern US. Results indicate a 37% decline in colony health metrics over the study period.,"Martin F, Wilson P, Taylor S",10.12955/pollinator.2013.6619,"Agriculture, Ecosystems & Environment",2017,12
30000448,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of neonicotinoid found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 17% of tested fields.,"Taylor S, Thomas D",10.14685/pollinator.2018.6380,Environmental Science & Technology,2015,7
30000449,Genetic Diversity of Pollinators in Fragmented Habitats,This study evaluates the impact of organophosphate exposure on Bombus terrestris colonies across Eastern Seaboard. Results indicate a 50% decline in colony health metrics over the study period.,"Anderson T, Thomas D",10.18251/pollinator.2012.5727,Science of the Total Environment,2018,1
30000450,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Great Plains leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 483 sampling sites over 18 years.,"Anderson T, Taylor S, Brown M, Garcia L",10.14561/pollinator.2012.2705,PNAS,2017,5
30000451,Urban Pollinator Conservation: A Garden Ecology Study,Residues of organophosphate found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 18% of tested fields.,"Lee W, Jones K, Anderson T, Taylor S",10.18359/pollinator.2018.6915,"Agriculture, Ecosystems & Environment",2012,2
30000452,Integrated Pest Management Benefits for Pollinator Health,A meta-analysis of 10 studies spanning 18 years demonstrates that glyphosate negatively affects Megachile rotundata foraging behavior and navigation abilities.,"Johnson A, Lee W, Brown M",10.13166/pollinator.2013.1049,PNAS,2015,5
30000453,Pesticide Impact on Honeybee Colony Health,Residues of clothianidin found in pollen samples correlate with increased mortality in Bombus terrestris. Lethal dose thresholds were exceeded in 28% of tested fields.,"Lee W, Garcia L",10.16642/pollinator.2012.8440,Journal of Applied Ecology,2014,7
30000454,Long-Term Trends in Pollinator Abundance and Pesticide Use,Long-term monitoring of Bombus terrestris populations in Southern US reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Jackson B, Thomas D, Johnson A, Anderson T",10.11779/pollinator.2013.5806,Science of the Total Environment,2014,12
30000455,Pesticide Impact on Honeybee Colony Health,Field trials in Midwest US show that integrated pest management reduces Bombus impatiens mortality by 22% compared to conventional glyphosate application schedules.,"Martin F, Williams R, Smith J, Martinez C, Anderson T",10.15664/pollinator.2013.8123,Science of the Total Environment,2022,10
30000456,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,This study evaluates the impact of glyphosate exposure on Bombus impatiens colonies across Midwest US. Results indicate a 11% decline in colony health metrics over the study period.,"Jones K, Taylor S, Williams R",10.16869/pollinator.2011.1667,Ecology Letters,2017,2
30000457,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Long-term monitoring of Megachile rotundata populations in Great Plains reveals significant population declines linked to neonicotinoid application rates. We recommend immediate policy intervention.,"Brown M, Martin F, Martinez C, Lee W",10.18363/pollinator.2015.4317,Science of the Total Environment,2015,7
30000458,Sublethal Neonicotinoid Effects on Solitary Bees,Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 58% compared to conventional glyphosate application schedules.,"Brown M, Jackson B, Thomas D, Taylor S, Wilson P",10.14937/pollinator.2018.6225,Ecology Letters,2020,2
30000459,Urban Pollinator Conservation: A Garden Ecology Study,Urban gardens in Pacific Northwest provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 259x higher in garden plots.,"Anderson T, Taylor S, Lee W, Martinez C",10.19739/pollinator.2024.6856,Ecology Letters,2015,7
30000460,Urban Pollinator Conservation: A Garden Ecology Study,Urban gardens in Pacific Northwest provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 444x higher in garden plots.,"Anderson T, Thomas D, Williams R, Taylor S",10.12661/pollinator.2017.5394,Journal of Applied Ecology,2018,8
30000461,Pesticide Impact on Honeybee Colony Health,Residues of clothianidin found in pollen samples correlate with increased mortality in Osmia lignaria. Lethal dose thresholds were exceeded in 23% of tested fields.,"Garcia L, Taylor S, Wilson P",10.18484/pollinator.2017.6712,Nature Ecology & Evolution,2016,4
30000462,Genetic Diversity of Pollinators in Fragmented Habitats,This study evaluates the impact of organophosphate exposure on Bombus impatiens colonies across Southern US. Results indicate a 18% decline in colony health metrics over the study period.,"Williams R, Jackson B, Thomas D, Taylor S, Smith J",10.16711/pollinator.2017.8045,PNAS,2022,7
30000463,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native native bumblebee populations. We analyzed 86 sampling sites over 15 years.,"Williams R, Johnson A, Smith J, Garcia L, Jackson B",10.16930/pollinator.2019.8405,"Agriculture, Ecosystems & Environment",2012,8
30000464,Urban Pollinator Conservation: A Garden Ecology Study,Field trials in Southern US show that integrated pest management reduces Bombus terrestris mortality by 35% compared to conventional organophosphate application schedules.,"Wilson P, Jones K, Johnson A",10.11572/pollinator.2012.4582,Ecology Letters,2023,9
30000465,Long-Term Trends in Pollinator Abundance and Pesticide Use,Residues of imidacloprid found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 38% of tested fields.,"Johnson A, Thomas D, Jones K, Anderson T, Martinez C",10.18414/pollinator.2017.3369,Environmental Science & Technology,2020,12
30000466,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Great Plains leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 431 sampling sites over 10 years.,"Martin F, Thomas D, Wilson P, Martinez C",10.13744/pollinator.2020.8993,Ecology Letters,2015,8
30000467,Sublethal Neonicotinoid Effects on Solitary Bees,Long-term monitoring of Apis mellifera populations in Southern US reveals significant population declines linked to imidacloprid application rates. We recommend immediate policy intervention.,"Moore H, Anderson T, Smith J",10.14966/pollinator.2021.5500,Journal of Applied Ecology,2018,12
30000468,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Bombus impatiens populations. We analyzed 196 sampling sites over 17 years.,"Garcia L, Johnson A, Moore H",10.15301/pollinator.2011.4316,Science of the Total Environment,2018,6
30000469,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Residues of glyphosate found in pollen samples correlate with increased mortality in Apis mellifera. Lethal dose thresholds were exceeded in 50% of tested fields.,"Wilson P, Thomas D, Martinez C",10.14598/pollinator.2024.7035,Ecology Letters,2016,1
30000470,Urban Pollinator Conservation: A Garden Ecology Study,Field trials in Central Valley CA show that integrated pest management reduces native bumblebee mortality by 61% compared to conventional glyphosate application schedules.,"Johnson A, Jones K, Moore H, Jackson B, Lee W",10.11816/pollinator.2018.5906,PNAS,2018,9
30000471,Sublethal Neonicotinoid Effects on Solitary Bees,Urban gardens in Southern US provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 372x higher in garden plots.,"Anderson T, Johnson A",10.17321/pollinator.2022.1789,PNAS,2015,7
30000472,Pesticide Impact on Honeybee Colony Health,"Climate change shifts the phenology of flowering plants in Great Plains, disrupting Bombus terrestris pollination networks. Mean bloom date advanced by 7 days per decade.","Wilson P, Martinez C, Anderson T",10.16313/pollinator.2022.5076,Nature Ecology & Evolution,2010,7
30000473,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Residues of clothianidin found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 38% of tested fields.,"Lee W, Johnson A, Martinez C, Anderson T, Jones K",10.17490/pollinator.2018.9249,Journal of Applied Ecology,2017,1
30000474,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,"Climate change shifts the phenology of flowering plants in Eastern Seaboard, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 3 days per decade.","Lee W, Williams R, Brown M",10.17677/pollinator.2017.9721,Journal of Applied Ecology,2016,7
30000475,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,A meta-analysis of 89 studies spanning 8 years demonstrates that neonicotinoid negatively affects Apis mellifera foraging behavior and navigation abilities.,"Johnson A, Jackson B, Taylor S, Thomas D, Martin F",10.12447/pollinator.2015.9452,PNAS,2020,5
30000476,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,Urban gardens in Eastern Seaboard provide crucial refuge for Apis mellifera amidst surrounding agricultural monocultures. Species richness was 365x higher in garden plots.,"Lee W, Martinez C, Jones K, Jackson B",10.17006/pollinator.2023.3762,Nature Ecology & Evolution,2016,11
30000477,Long-Term Trends in Pollinator Abundance and Pesticide Use,Urban gardens in Great Plains provide crucial refuge for Bombus impatiens amidst surrounding agricultural monocultures. Species richness was 210x higher in garden plots.,"Martin F, Thomas D, Johnson A",10.11397/pollinator.2011.9149,Ecology Letters,2023,2
30000478,Integrated Pest Management Benefits for Pollinator Health,This study evaluates the impact of organophosphate exposure on Osmia lignaria colonies across Great Plains. Results indicate a 20% decline in colony health metrics over the study period.,"Brown M, Taylor S, Williams R",10.15617/pollinator.2014.6958,Ecology Letters,2011,11
30000479,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Long-term monitoring of Megachile rotundata populations in Pacific Northwest reveals significant population declines linked to thiamethoxam application rates. We recommend immediate policy intervention.,"Anderson T, Williams R, Thomas D",10.11034/pollinator.2011.2996,PNAS,2022,5
30000480,Phenological Shifts in Plant-Pollinator Networks Under Climate Change,A meta-analysis of 261 studies spanning 15 years demonstrates that clothianidin negatively affects native bumblebee foraging behavior and navigation abilities.,"Garcia L, Anderson T, Lee W",10.19630/pollinator.2020.8564,Science of the Total Environment,2020,3
30000481,Sublethal Neonicotinoid Effects on Solitary Bees,A meta-analysis of 254 studies spanning 6 years demonstrates that organophosphate negatively affects native bumblebee foraging behavior and navigation abilities.,"Lee W, Johnson A, Taylor S, Moore H",10.11922/pollinator.2014.6109,"Agriculture, Ecosystems & Environment",2021,3
30000482,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Habitat fragmentation in Central Valley CA leads to reduced genetic diversity in native Osmia lignaria populations. We analyzed 284 sampling sites over 12 years.,"Martinez C, Thomas D",10.16209/pollinator.2011.4890,Journal of Applied Ecology,2023,11
30000483,Genetic Diversity of Pollinators in Fragmented Habitats,Residues of organophosphate found in pollen samples correlate with increased mortality in native bumblebee. Lethal dose thresholds were exceeded in 36% of tested fields.,"Martin F, Brown M",10.16333/pollinator.2017.6016,Nature Ecology & Evolution,2023,12
30000484,Sublethal Neonicotinoid Effects on Solitary Bees,"Climate change shifts the phenology of flowering plants in Southern US, disrupting Bombus impatiens pollination networks. Mean bloom date advanced by 6 days per decade.","Williams R, Lee W, Martin F, Thomas D, Johnson A",10.11692/pollinator.2017.9806,Science of the Total Environment,2011,2
30000485,Meta-Analysis of Pesticide Effects on Bee Foraging Behavior,Field trials in Eastern Seaboard show that integrated pest management reduces Bombus terrestris mortality by 27% compared to conventional glyphosate application schedules.,"Taylor S, Smith J, Brown M, Lee W",10.16690/pollinator.2018.2218,Science of the Total Environment,2016,6
30000486,Urban Pollinator Conservation: A Garden Ecology Study,A meta-analysis of 306 studies spanning 5 years demonstrates that imidacloprid negatively affects Bombus terrestris foraging behavior and navigation abilities.,"Taylor S, Thomas D",10.12315/pollinator.2019.6218,Science of the Total Environment,2024,7
30000487,Integrated Pest Management Benefits for Pollinator Health,Habitat fragmentation in Eastern Seaboard leads to reduced genetic diversity in native Megachile rotundata populations. We analyzed 478 sampling sites over 16 years.,"Brown M, Jones K, Lee W, Smith J, Martinez C",10.17209/pollinator.2015.7752,Nature Ecology & Evolution,2013,9
30000488,Integrated Pest Management Benefits for Pollinator Health,Urban gardens in Southern US provide crucial refuge for Megachile rotundata amidst surrounding agricultural monocultures. Species richness was 476x higher in garden plots.,"Garcia L, Smith J, Jones K, Moore H",10.19951/pollinator.2013.4811,Nature Ecology & Evolution,2016,4
