ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
USW0020943,20211115,SNOW,3,,,7,0800
USW0020943,20211119,SNWD,26,,,7,1700
USW0020943,20211119,TMAX,148,,,X,1700
USW0020943,20211123,SNOW,4,,,W,0800
USW0020943,20211123,TMAX,257,,,N,1800
USW0020943,20211129,TMAX,54,,,N,0800
USW0020943,20211129,TMIN,-5,,,K,
USW0020943,20211203,SNOW,8,,,W,
USW0020943,20211203,TMAX,111,,,N,0700
USW0020943,20211203,TMIN,78,,,N,
USW0020943,20211212,TMIN,78,,,K,1800
USW0020943,20211212,SNWD,7,,,K,0800
USW0020943,20211212,SNOW,12,,,N,0800
USW0020943,20211212,TMAX,226,,,K,
USW0020943,20211213,PRCP,24,,,N,0700
USW0020943,20211213,TMAX,184,,,7,
USW0020943,20211213,SNWD,9,,,W,1700
USW0020943,20211213,TMIN,28,,,N,1700
USW0020943,20211217,TMIN,22,,,N,1800
USW0020943,20211217,PRCP,37,,,7,1800
USW0020943,20211217,SNOW,9,,,K,
USW0020943,20211220,SNOW,4,,,W,0700
USW0020943,20211220,TMIN,114,,,K,0800
USW0020943,20211220,PRCP,67,,,W,0800
USW0020943,20211220,SNWD,1,,,7,1700
USW0020943,20211222,SNOW,7,,,W,0800
USW0020943,20211222,TMAX,55,,,N,0700
USW0020943,20211223,SNOW,9,,,7,1800
USW0020943,20211223,TMIN,-33,,,7,0800
USW0020943,20211223,TMAX,106,,,7,0800
USW0020943,20211224,TMAX,281,,,7,1700
USW0020943,20211224,PRCP,4,,,X,1700
USW0020943,20220108,TMAX,81,,,7,1800
USW0020943,20220108,SNOW,21,,,K,0800
USW0020943,20220108,PRCP,23,,,K,0700
USW0020943,20220108,SNWD,40,,,N,0700
USW0020943,20220114,SNWD,57,,,N,1800
USW0020943,20220114,PRCP,46,,,7,
USW0020943,20220118,TMIN,69,,,X,1700
USW0020943,20220118,TMAX,212,,,X,
USW0020943,20220118,PRCP,27,,,7,0700
USW0020943,20220118,SNOW,8,,,W,1700
USW0020943,20220122,PRCP,4,,,W,1700
USW0020943,20220122,SNWD,19,,,K,0800
USW0020943,20220131,TMIN,1,,,7,1800
USW0020943,20220131,SNWD,3,,,W,1800
USW0020943,20220131,SNOW,4,,,X,0700
USW0020943,20220204,SNWD,7,,,W,1700
USW0020943,20220204,SNOW,9,,,X,0800
USW0020943,20220204,TMAX,268,,,K,0700
USW0020943,20220204,PRCP,66,,,K,0700
USW0020943,20220209,SNWD,24,,,K,1800
USW0020943,20220209,TMAX,123,,,7,1800
USW0020943,20220214,SNWD,19,,,N,0700
USW0020943,20220214,SNOW,2,,,K,1800
USW0020943,20220214,TMIN,44,,,K,
USW0020943,20220214,PRCP,8,,,K,1800
USW0020943,20220226,TMAX,272,,,X,1700
USW0020943,20220226,SNWD,9,,,K,1800
USW0020943,20220226,PRCP,20,,,N,1800
USW0020943,20220301,PRCP,14,,,W,1700
USW0020943,20220301,SNOW,2,,,7,1700
USW0020943,20220311,SNOW,11,,,W,1800
USW0020943,20220311,PRCP,5,,,N,0700
USW0020943,20220314,PRCP,13,,,N,
USW0020943,20220314,SNWD,67,,,X,0800
USW0020943,20220314,TMIN,128,,,7,0700
USW0020943,20220314,SNOW,21,,,N,0800
USW0020943,20220317,SNWD,12,,,7,
USW0020943,20220317,TMIN,34,,,7,0700
USW0020943,20220317,TMAX,192,,,7,0800
USW0020943,20220319,SNWD,15,,,7,
USW0020943,20220319,PRCP,16,,,N,
USW0020943,20220319,TMIN,70,,,W,0800
USW0020943,20220319,SNOW,0,,,W,0800
USW0020943,20220323,SNWD,38,,,K,1800
USW0020943,20220323,PRCP,0,,,X,
USW0020943,20220326,TMIN,71,,,K,0700
USW0020943,20220326,SNWD,11,,,K,1800
USW0020943,20220326,PRCP,28,,,W,
USW0020943,20220328,SNWD,21,,,K,1800
USW0020943,20220328,PRCP,31,,,N,0800
USW0020943,20220328,TMIN,-53,,,N,0700
USW0020943,20220405,SNWD,26,,,W,1700
USW0020943,20220405,PRCP,14,,,N,1800
USW0020943,20220405,SNOW,1,,,W,1800
USW0020943,20220405,TMAX,278,,,W,1700
USW0020943,20220407,TMIN,31,,,W,0700
USW0020943,20220407,SNOW,1,,,7,1800
USW0020943,20220407,SNWD,6,,,X,
USW0020943,20220407,PRCP,35,,,W,1800
USW0020943,20220410,SNWD,11,,,N,1700
USW0020943,20220410,SNOW,18,,,N,
USW0020943,20220410,TMAX,109,,,K,1800
USW0020943,20220411,TMIN,160,,,W,0800
USW0020943,20220411,PRCP,55,,,X,
USW0020943,20220411,SNWD,5,,,X,
USW0020943,20220412,PRCP,2,,,X,0700
USW0020943,20220412,TMIN,84,,,N,1700
USW0020943,20220412,TMAX,275,,,W,
USW0020943,20220412,SNOW,10,,,N,1800
USW0020943,20220416,TMAX,134,,,7,0800
USW0020943,20220416,PRCP,9,,,X,1800
USW0020943,20220416,SNWD,10,,,N,0800
USW0020943,20220416,SNOW,0,,,7,0700
USW0020943,20220424,SNOW,18,,,7,1700
USW0020943,20220424,SNWD,3,,,7,0700
USW0020943,20220424,TMIN,-86,,,N,1800
USW0020943,20220426,PRCP,11,,,7,0800
USW0020943,20220426,SNOW,8,,,K,0700
USW0020943,20220426,SNWD,4,,,W,
USW0020943,20220427,SNWD,1,,,N,1700
USW0020943,20220427,TMAX,111,,,7,0800
USW0020943,20220429,PRCP,30,,,K,0700
USW0020943,20220429,SNOW,10,,,K,1800
USW0020943,20220429,TMAX,208,,,7,1700
USW0020943,20220508,TMIN,133,,,W,1700
USW0020943,20220508,TMAX,117,,,W,0700
USW0020943,20220514,SNWD,23,,,W,
USW0020943,20220514,PRCP,1,,,W,0800
USW0020943,20220514,TMAX,94,,,W,1800
USW0020943,20220515,SNWD,11,,,W,1800
USW0020943,20220515,TMIN,22,,,W,0800
USW0020943,20220515,TMAX,58,,,W,0800
USW0020943,20220527,SNWD,0,,,7,1800
USW0020943,20220527,TMIN,-34,,,W,0800
USW0020943,20220529,TMIN,11,,,X,0700
USW0020943,20220529,TMAX,4,,,N,1800
USW0020943,20220602,TMIN,-8,,,7,0700
USW0020943,20220602,PRCP,5,,,7,1800
USW0020943,20220602,TMAX,227,,,W,0800
USW0020943,20220604,SNWD,13,,,W,1700
USW0020943,20220604,PRCP,37,,,W,
USW0020943,20220604,SNOW,12,,,W,0700
USW0020943,20220606,SNOW,0,,,K,0700
USW0020943,20220606,TMIN,44,,,K,1800
USW0020943,20220611,SNWD,11,,,7,
USW0020943,20220611,TMAX,47,,,X,0700
USW0020943,20220611,PRCP,22,,,X,0700
USW0020943,20220611,SNOW,3,,,N,1800
USW0020943,20220613,PRCP,17,,,K,0700
USW0020943,20220613,SNWD,8,,,7,1800
USW0020943,20220616,SNOW,19,,,W,1700
USW0020943,20220616,TMAX,207,,,K,0700
USW0020943,20220616,TMIN,142,,,N,0800
USW0020943,20220616,PRCP,23,,,N,1800
USW0020943,20220618,PRCP,57,,,W,0700
USW0020943,20220618,TMAX,375,,,K,0800
USW0020943,20220620,SNWD,0,,,K,0800
USW0020943,20220620,PRCP,42,,,N,0700
USW0020943,20220623,SNWD,85,,,N,
USW0020943,20220623,PRCP,32,,,7,1700
USW0020943,20220623,TMIN,59,,,N,0800
USW0020943,20220623,TMAX,-32,,,7,
USW0020943,20220624,TMIN,77,,,7,1800
USW0020943,20220624,TMAX,283,,,X,0800
USW0020943,20220624,PRCP,34,,,7,0800
USW0020943,20220624,SNOW,6,,,X,0700
USW0020943,20220630,SNOW,10,,,N,1800
USW0020943,20220630,PRCP,19,,,K,0700
USW0020943,20220630,TMIN,183,,,W,1800
USW0020943,20220702,SNOW,0,,,K,0800
USW0020943,20220702,TMAX,259,,,N,
USW0020943,20220702,PRCP,14,,,7,1700
USW0020943,20220702,TMIN,-59,,,7,0800
USW0020943,20220703,SNOW,18,,,7,0700
USW0020943,20220703,SNWD,57,,,K,0700
USW0020943,20220705,PRCP,8,,,X,0700
USW0020943,20220705,SNWD,23,,,N,1700
USW0020943,20220707,SNOW,7,,,N,0800
USW0020943,20220707,TMAX,94,,,7,1700
USW0020943,20220711,SNOW,6,,,N,
USW0020943,20220711,TMAX,191,,,N,1800
USW0020943,20220711,SNWD,27,,,X,
USW0020943,20220712,TMAX,160,,,K,0800
USW0020943,20220712,PRCP,5,,,X,
USW0020943,20220712,SNWD,15,,,7,0800
USW0020943,20220712,SNOW,2,,,7,0700
USW0020943,20220715,TMAX,124,,,N,0800
USW0020943,20220715,PRCP,21,,,X,0800
USW0020943,20220715,SNOW,6,,,X,
USW0020943,20220715,TMIN,94,,,X,
USW0020943,20220725,TMIN,32,,,7,1800
USW0020943,20220725,PRCP,9,,,W,
USW0020943,20220727,PRCP,13,,,W,0700
USW0020943,20220727,TMAX,193,,,X,0700
USW0020943,20220727,SNOW,4,,,7,1800
USW0020943,20220805,PRCP,35,,,X,
USW0020943,20220805,SNWD,20,,,N,1700
USW0020943,20220805,TMAX,119,,,7,1700
USW0020943,20220809,PRCP,8,,,X,1800
USW0020943,20220809,SNOW,7,,,K,0700
USW0020943,20220809,TMAX,200,,,K,
USW0020943,20220809,TMIN,-81,,,7,1800
USW0020943,20220812,SNWD,14,,,X,0800
USW0020943,20220812,PRCP,13,,,W,1700
USW0020943,20220812,SNOW,6,,,N,0700
USW0020943,20220812,TMAX,298,,,N,1800
USW0020943,20220816,SNOW,7,,,K,0700
USW0020943,20220816,SNWD,13,,,K,
USW0020943,20220816,TMIN,-33,,,W,1700
USW0020943,20220817,TMAX,173,,,N,0700
USW0020943,20220817,TMIN,223,,,W,0800
USW0020943,20220827,SNWD,34,,,X,1800
USW0020943,20220827,TMAX,36,,,W,
USW0020943,20220827,PRCP,50,,,7,0700
USW0020943,20220831,SNOW,1,,,X,0800
USW0020943,20220831,PRCP,4,,,K,1800
USW0020943,20220831,TMIN,44,,,N,
USW0020943,20220831,TMAX,167,,,7,
USW0020943,20220903,TMIN,-3,,,N,0800
USW0020943,20220903,TMAX,176,,,N,1800
USW0020943,20220903,PRCP,3,,,N,0800
USW0020943,20220903,SNWD,14,,,K,1800
USW0020943,20220908,TMIN,-18,,,K,0700
USW0020943,20220908,TMAX,128,,,K,
USW0020943,20220908,PRCP,13,,,K,1800
USW0020943,20220908,SNWD,51,,,7,0700
USW0020943,20220909,TMIN,67,,,N,1800
USW0020943,20220909,SNOW,0,,,7,0700
USW0020943,20220909,PRCP,11,,,X,0700
USW0020943,20220909,SNWD,5,,,N,1700
USW0020943,20220912,SNOW,12,,,N,
USW0020943,20220912,SNWD,38,,,X,0800
USW0020943,20220912,TMIN,203,,,W,1800
USW0020943,20220914,TMIN,231,,,W,1800
USW0020943,20220914,PRCP,14,,,K,
USW0020943,20220914,SNWD,36,,,K,
USW0020943,20220914,SNOW,8,,,K,
USW0020943,20220918,PRCP,1,,,K,0700
USW0020943,20220918,SNWD,29,,,K,
USW0020943,20220918,TMAX,139,,,X,1700
USW0020943,20220918,SNOW,9,,,X,0800
USW0020943,20220919,TMAX,161,,,K,
USW0020943,20220919,SNWD,115,,,X,0700
USW0020943,20220919,SNOW,4,,,K,1800
USW0020943,20220928,SNWD,43,,,X,
USW0020943,20220928,TMAX,238,,,7,1700
USW0020943,20220928,PRCP,51,,,X,0700
USW0020943,20221001,SNWD,68,,,N,1800
USW0020943,20221001,TMIN,8,,,W,1700
USW0020943,20221001,SNOW,3,,,X,
USW0020943,20221004,SNWD,10,,,W,0700
USW0020943,20221004,SNOW,7,,,N,1700
USW0020943,20221004,TMAX,359,,,X,
USW0020943,20221004,PRCP,42,,,K,1800
USW0020943,20221005,SNWD,20,,,W,1700
USW0020943,20221005,SNOW,8,,,W,0800
USW0020943,20221008,PRCP,3,,,W,
USW0020943,20221008,TMIN,170,,,X,1700
USW0020943,20221012,SNOW,3,,,K,0700
USW0020943,20221012,PRCP,4,,,W,0700
USW0020943,20221012,TMAX,251,,,K,
USW0020943,20221014,PRCP,21,,,K,1800
USW0020943,20221014,TMIN,61,,,N,0700
USW0020943,20221018,TMIN,106,,,7,1800
USW0020943,20221018,SNWD,26,,,X,1800
USW0020943,20221018,SNOW,4,,,N,0700
USW0020943,20221018,PRCP,4,,,X,0800
USW0020943,20221020,PRCP,20,,,W,1800
USW0020943,20221020,TMAX,151,,,N,0800
USW0020943,20221020,TMIN,-42,,,X,1800
USW0020943,20221026,PRCP,26,,,W,0700
USW0020943,20221026,TMAX,168,,,7,
USW0020943,20221026,SNOW,2,,,K,
USW0020943,20221026,TMIN,206,,,W,1700
USW0020943,20221028,TMAX,160,,,X,0800
USW0020943,20221028,PRCP,20,,,7,
USW0020943,20221028,SNWD,17,,,7,1800
USW0020943,20221031,SNWD,5,,,K,0800
USW0020943,20221031,TMIN,-2,,,W,0700
USW0020943,20221031,SNOW,1,,,7,
USW0020943,20221031,PRCP,25,,,N,1700
USW0020943,20221103,SNOW,32,,,7,0800
USW0020943,20221103,PRCP,76,,,N,1800
USW0020943,20221104,TMAX,184,,,N,1700
USW0020943,20221104,SNWD,36,,,K,1700
USW0020943,20221104,TMIN,-60,,,X,0800
USW0020943,20221110,TMIN,16,,,X,1800
USW0020943,20221110,TMAX,264,,,W,0800
USW0020943,20221110,PRCP,9,,,X,
USW0020943,20221110,SNWD,9,,,W,1800
USW0020943,20221112,TMAX,243,,,W,1800
USW0020943,20221112,TMIN,93,,,7,1700
USW0020943,20221112,SNOW,30,,,K,0700
USW0020943,20221118,TMIN,66,,,7,1700
USW0020943,20221118,SNWD,4,,,W,1800
USW0020943,20221122,SNWD,43,,,7,1800
USW0020943,20221122,PRCP,5,,,W,0700
USW0020943,20221122,SNOW,39,,,X,1700
USW0020943,20221122,TMAX,147,,,N,0700
USW0020943,20221127,TMAX,332,,,W,
USW0020943,20221127,TMIN,-7,,,7,
USW0020943,20221127,SNWD,2,,,W,0700
USW0020943,20221201,SNWD,36,,,K,1700
USW0020943,20221201,TMAX,140,,,K,0700
USW0020943,20221201,TMIN,-1,,,7,1800
USW0020943,20221201,SNOW,5,,,W,0700
USW0020943,20221208,PRCP,5,,,X,0700
USW0020943,20221208,TMAX,297,,,W,
USW0020943,20221208,SNOW,34,,,K,0700
USW0020943,20221210,SNOW,2,,,7,0700
USW0020943,20221210,TMIN,-118,,,7,0800
USW0020943,20221213,SNWD,1,,,N,1700
USW0020943,20221213,PRCP,8,,,7,1800
USW0020943,20221213,TMAX,195,,,W,0700
USW0020943,20221213,SNOW,10,,,K,0700
USW0020943,20221217,TMAX,122,,,N,1700
USW0020943,20221217,TMIN,54,,,X,0800
USW0020943,20221217,PRCP,32,,,W,0800
USW0020943,20221217,SNWD,18,,,W,0800
USW0020943,20221220,TMIN,113,,,7,
USW0020943,20221220,TMAX,184,,,X,0700
USW0020943,20221221,SNOW,17,,,7,
USW0020943,20221221,SNWD,0,,,W,0800
USW0020943,20221221,TMIN,79,,,N,0800
USW0020943,20221223,SNOW,13,,,N,0700
USW0020943,20221223,PRCP,72,,,N,
USW0020943,20221223,TMAX,216,,,K,
USW0020943,20221223,SNWD,0,,,K,0700
USW0020943,20230107,SNOW,33,,,7,1800
USW0020943,20230107,TMIN,11,,,K,0800
USW0020943,20230107,PRCP,13,,,K,0700
USW0020943,20230109,SNOW,9,,,N,0700
USW0020943,20230109,SNWD,38,,,K,1700
USW0020943,20230109,TMIN,103,,,7,0700
USW0020943,20230109,TMAX,291,,,K,
USW0020943,20230110,SNOW,3,,,7,1700
USW0020943,20230110,TMIN,81,,,K,
USW0020943,20230110,PRCP,62,,,N,
USW0020943,20230110,TMAX,217,,,K,
USW0020943,20230112,TMAX,130,,,W,0700
USW0020943,20230112,TMIN,183,,,X,0700
USW0020943,20230116,SNOW,1,,,X,0800
USW0020943,20230116,TMIN,-16,,,W,0700
USW0020943,20230116,TMAX,193,,,W,0700
USW0020943,20230116,SNWD,22,,,X,1700
USW0020943,20230118,TMAX,248,,,N,1800
USW0020943,20230118,TMIN,-17,,,X,0700
USW0020943,20230118,SNOW,4,,,X,1700
USW0020943,20230118,SNWD,43,,,X,1800
USW0020943,20230122,TMIN,82,,,N,0800
USW0020943,20230122,SNOW,4,,,N,1800
USW0020943,20230125,SNWD,22,,,N,0700
USW0020943,20230125,TMIN,53,,,N,0700
USW0020943,20230125,PRCP,0,,,X,0800
USW0020943,20230125,SNOW,13,,,N,
USW0020943,20230128,PRCP,42,,,N,0700
USW0020943,20230128,TMAX,223,,,7,0800
USW0020943,20230128,SNWD,16,,,W,
USW0020943,20230202,PRCP,9,,,K,0700
USW0020943,20230202,SNOW,16,,,K,0800
USW0020943,20230202,TMIN,45,,,X,1700
USW0020943,20230205,TMIN,224,,,N,1800
USW0020943,20230205,PRCP,77,,,X,
USW0020943,20230205,SNWD,0,,,7,1700
USW0020943,20230207,SNWD,13,,,X,1700
USW0020943,20230207,SNOW,6,,,7,1700
USW0020943,20230208,SNOW,11,,,W,1700
USW0020943,20230208,SNWD,16,,,X,1800
USW0020943,20230208,PRCP,6,,,7,
USW0020943,20230209,SNOW,13,,,N,1700
USW0020943,20230209,TMIN,123,,,K,1800
USW0020943,20230211,TMAX,156,,,W,0800
USW0020943,20230211,TMIN,32,,,X,0800
USW0020943,20230214,SNOW,2,,,K,
USW0020943,20230214,TMAX,231,,,X,0700
USW0020943,20230214,PRCP,38,,,X,0700
USW0020943,20230214,TMIN,89,,,7,1800
USW0020943,20230217,TMIN,82,,,W,0800
USW0020943,20230217,PRCP,20,,,7,0700
USW0020943,20230217,TMAX,253,,,N,0700
USW0020943,20230217,SNWD,5,,,7,0800
USW0020943,20230218,TMAX,157,,,X,1700
USW0020943,20230218,SNOW,28,,,K,1700
USW0020943,20230218,SNWD,8,,,7,1800
USW0020943,20230221,SNWD,16,,,7,1800
USW0020943,20230221,PRCP,1,,,W,0700
USW0020943,20230221,TMAX,116,,,W,0700
USW0020943,20230224,PRCP,42,,,X,1700
USW0020943,20230224,TMIN,9,,,W,
USW0020943,20230224,TMAX,288,,,7,0800
USW0020943,20230224,SNWD,25,,,N,
USW0020943,20230301,TMIN,91,,,K,1700
USW0020943,20230301,SNWD,0,,,W,0700
USW0020943,20230301,PRCP,20,,,K,1700
USW0020943,20230302,PRCP,21,,,W,0700
USW0020943,20230302,TMIN,184,,,X,0700
USW0020943,20230302,SNOW,14,,,N,1700
USW0020943,20230305,TMIN,-61,,,K,0800
USW0020943,20230305,TMAX,225,,,X,0700
USW0020943,20230305,SNOW,0,,,7,
USW0020943,20230305,PRCP,9,,,X,1800
USW0020943,20230321,PRCP,22,,,W,
USW0020943,20230321,SNWD,57,,,7,1700
USW0020943,20230321,TMIN,190,,,N,
USW0020943,20230321,TMAX,138,,,N,1700
USW0020943,20230324,SNOW,8,,,N,1700
USW0020943,20230324,TMIN,12,,,W,1700
USW0020943,20230324,TMAX,80,,,W,1800
USW0020943,20230324,SNWD,35,,,X,0700
USW0020943,20230327,PRCP,16,,,7,1700
USW0020943,20230327,TMIN,-140,,,X,1700
USW0020943,20230327,SNOW,3,,,N,0800
USW0020943,20230329,SNWD,78,,,7,1800
USW0020943,20230329,TMAX,72,,,W,
USW0020943,20230402,SNWD,3,,,7,0700
USW0020943,20230402,TMAX,271,,,W,1800
USW0020943,20230404,TMAX,196,,,N,0700
USW0020943,20230404,SNWD,12,,,K,0700
USW0020943,20230404,PRCP,2,,,X,
USW0020943,20230409,SNOW,7,,,7,0700
USW0020943,20230409,SNWD,58,,,X,0800
USW0020943,20230409,PRCP,10,,,W,0800
USW0020943,20230409,TMIN,67,,,W,
USW0020943,20230410,SNWD,24,,,K,0800
USW0020943,20230410,TMIN,70,,,X,0800
USW0020943,20230410,SNOW,3,,,W,0700
USW0020943,20230411,SNOW,0,,,X,1700
USW0020943,20230411,SNWD,72,,,N,1700
USW0020943,20230411,TMAX,258,,,W,1800
USW0020943,20230415,SNWD,7,,,X,0700
USW0020943,20230415,PRCP,22,,,K,0800
USW0020943,20230421,TMIN,236,,,X,0800
USW0020943,20230421,TMAX,256,,,7,1800
USW0020943,20230421,PRCP,3,,,K,0800
USW0020943,20230425,PRCP,67,,,K,0700
USW0020943,20230425,SNWD,28,,,K,1800
USW0020943,20230426,SNWD,11,,,X,1800
USW0020943,20230426,SNOW,8,,,W,0700
USW0020943,20230428,TMAX,123,,,K,0800
USW0020943,20230428,TMIN,-6,,,N,0800
USW0020943,20230428,SNWD,22,,,7,
USW0020943,20230505,SNOW,0,,,N,1800
USW0020943,20230505,SNWD,20,,,W,0800
USW0020943,20230505,TMAX,146,,,7,
USW0020943,20230506,SNOW,14,,,W,1800
USW0020943,20230506,TMIN,-7,,,7,1800
USW0020943,20230507,SNWD,25,,,7,1700
USW0020943,20230507,TMAX,267,,,W,1700
USW0020943,20230509,TMAX,240,,,W,1700
USW0020943,20230509,PRCP,0,,,W,0700
USW0020943,20230510,PRCP,1,,,W,1700
USW0020943,20230510,TMAX,306,,,7,1700
USW0020943,20230511,PRCP,15,,,N,
USW0020943,20230511,TMAX,250,,,X,1700
USW0020943,20230513,PRCP,24,,,K,1700
USW0020943,20230513,SNOW,3,,,W,0800
USW0020943,20230514,SNWD,63,,,N,1800
USW0020943,20230514,PRCP,1,,,K,1700
USW0020943,20230514,SNOW,13,,,W,1800
USW0020943,20230514,TMIN,108,,,N,
USW0020943,20230517,TMIN,33,,,X,0700
USW0020943,20230517,SNWD,3,,,7,0700
USW0020943,20230517,PRCP,42,,,7,
USW0020943,20230517,TMAX,338,,,X,0800
USW0020943,20230528,PRCP,17,,,7,
USW0020943,20230528,SNOW,4,,,K,
USW0020943,20230531,SNOW,3,,,7,
USW0020943,20230531,TMAX,239,,,N,0800
USW0020943,20230531,TMIN,-67,,,N,1800
USW0020943,20230601,TMAX,260,,,N,0700
USW0020943,20230601,TMIN,102,,,K,1800
USW0020943,20230601,SNOW,0,,,W,1800
USW0020943,20230604,TMAX,205,,,X,0800
USW0020943,20230604,TMIN,162,,,X,
USW0020943,20230604,SNWD,5,,,K,1700
USW0020943,20230605,TMIN,-74,,,7,1800
USW0020943,20230605,PRCP,2,,,X,1800
USW0020943,20230606,TMIN,21,,,7,0800
USW0020943,20230606,PRCP,14,,,7,
USW0020943,20230606,TMAX,263,,,N,0800
USW0020943,20230606,SNOW,3,,,7,1800
USW0020943,20230611,PRCP,0,,,N,0800
USW0020943,20230611,TMIN,55,,,X,0800
USW0020943,20230618,SNOW,7,,,7,0800
USW0020943,20230618,TMIN,34,,,N,1800
USW0020943,20230626,SNWD,5,,,X,0800
USW0020943,20230626,SNOW,15,,,W,0700
USW0020943,20230626,PRCP,0,,,7,0800
USW0020943,20230626,TMAX,247,,,W,1700
USW0020943,20230628,TMIN,168,,,7,1700
USW0020943,20230628,TMAX,160,,,7,0700
USW0020943,20230628,SNWD,6,,,K,0800
USW0020943,20230628,PRCP,20,,,K,1700
USW0020943,20230706,SNWD,31,,,K,0700
USW0020943,20230706,PRCP,53,,,N,1800
USW0020943,20230706,TMIN,82,,,X,
USW0020943,20230706,SNOW,6,,,N,1700
USW0020943,20230708,TMAX,228,,,X,0700
USW0020943,20230708,PRCP,64,,,7,0700
USW0020943,20230708,SNWD,14,,,N,0700
USW0020943,20230708,SNOW,9,,,X,1800
USW0020943,20230709,PRCP,104,,,7,
USW0020943,20230709,TMIN,-53,,,W,1700
USW0020943,20230709,TMAX,329,,,X,0800
USW0020943,20230711,SNOW,8,,,X,1700
USW0020943,20230711,TMIN,145,,,X,1700
USW0020943,20230711,PRCP,6,,,K,0700
USW0020943,20230711,SNWD,23,,,N,0700
USW0020943,20230714,TMAX,179,,,W,0700
USW0020943,20230714,SNWD,10,,,K,1700
USW0020943,20230714,SNOW,24,,,W,1800
USW0020943,20230714,PRCP,0,,,N,
USW0020943,20230715,PRCP,117,,,N,
USW0020943,20230715,SNWD,10,,,N,0800
USW0020943,20230715,TMIN,-80,,,K,0800
USW0020943,20230718,SNWD,27,,,N,1700
USW0020943,20230718,PRCP,22,,,7,0700
USW0020943,20230718,TMIN,144,,,X,0800
USW0020943,20230720,PRCP,84,,,W,0800
USW0020943,20230720,TMIN,10,,,N,
USW0020943,20230720,TMAX,191,,,W,1800
USW0020943,20230720,SNOW,2,,,X,0800
USW0020943,20230725,TMIN,173,,,N,1700
USW0020943,20230725,SNWD,18,,,7,0800
USW0020943,20230725,SNOW,7,,,W,1800
USW0020943,20230725,TMAX,122,,,X,1800
USW0020943,20230726,PRCP,23,,,N,1700
USW0020943,20230726,TMIN,89,,,N,1700
USW0020943,20230726,SNWD,7,,,K,0800
USW0020943,20230727,TMAX,76,,,7,1700
USW0020943,20230727,SNOW,2,,,W,1800
USW0020943,20230727,SNWD,37,,,K,
USW0020943,20230803,SNWD,16,,,W,
USW0020943,20230803,SNOW,2,,,7,1700
USW0020943,20230803,TMAX,210,,,N,0800
USW0020943,20230806,SNWD,0,,,N,
USW0020943,20230806,PRCP,21,,,X,0700
USW0020943,20230806,TMIN,46,,,X,1700
USW0020943,20230806,SNOW,6,,,K,0700
USW0020943,20230808,TMAX,75,,,K,1800
USW0020943,20230808,SNOW,53,,,K,1700
USW0020943,20230808,SNWD,3,,,7,0700
USW0020943,20230808,TMIN,27,,,K,0700
USW0020943,20230821,SNWD,37,,,K,1800
USW0020943,20230821,TMAX,127,,,7,1800
USW0020943,20230821,SNOW,14,,,X,1700
USW0020943,20230824,SNOW,14,,,K,1700
USW0020943,20230824,PRCP,0,,,N,0800
USW0020943,20230824,TMIN,164,,,N,0800
USW0020943,20230827,SNWD,18,,,K,
USW0020943,20230827,SNOW,23,,,W,0800
USW0020943,20230828,TMAX,86,,,N,
USW0020943,20230828,PRCP,12,,,W,
USW0020943,20230828,SNWD,4,,,X,1700
USW0020943,20230828,TMIN,-81,,,N,0700
USW0020943,20230830,SNOW,8,,,N,1800
USW0020943,20230830,TMIN,119,,,W,1800
USW0020943,20230830,SNWD,5,,,7,1700
USW0020943,20230905,SNOW,2,,,X,0700
USW0020943,20230905,PRCP,4,,,7,0800
USW0020943,20230905,TMAX,233,,,N,1700
USW0020943,20230905,TMIN,0,,,W,1800
USW0020943,20230909,SNWD,43,,,7,0800
USW0020943,20230909,SNOW,6,,,7,0800
USW0020943,20230909,TMIN,113,,,N,1700
USW0020943,20230909,TMAX,384,,,W,1800
USW0020943,20230911,SNOW,4,,,K,
USW0020943,20230911,TMAX,255,,,K,0800
USW0020943,20230914,TMIN,-9,,,W,1800
USW0020943,20230914,TMAX,147,,,X,1800
USW0020943,20230917,TMIN,27,,,K,0700
USW0020943,20230917,SNWD,28,,,K,1700
USW0020943,20230917,TMAX,359,,,K,0800
USW0020943,20230921,SNWD,38,,,W,1800
USW0020943,20230921,SNOW,0,,,N,0700
USW0020943,20230921,TMIN,29,,,X,1800
USW0020943,20230928,SNOW,1,,,7,1800
USW0020943,20230928,TMIN,101,,,N,1800
USW0020943,20230928,SNWD,15,,,W,0800
USW0020943,20230930,PRCP,5,,,7,0700
USW0020943,20230930,TMAX,277,,,X,0700
USW0020943,20231004,PRCP,14,,,K,1700
USW0020943,20231004,SNWD,61,,,K,
USW0020943,20231005,SNOW,1,,,N,0800
USW0020943,20231005,TMAX,235,,,X,0700
USW0020943,20231006,SNOW,9,,,W,1700
USW0020943,20231006,PRCP,31,,,7,0800
USW0020943,20231009,SNOW,0,,,7,0800
USW0020943,20231009,TMAX,78,,,X,1800
USW0020943,20231009,TMIN,119,,,7,1800
USW0020943,20231009,SNWD,1,,,N,0800
USW0020943,20231014,SNWD,23,,,N,0800
USW0020943,20231014,TMAX,240,,,X,0700
USW0020943,20231014,PRCP,2,,,7,
USW0020943,20231014,SNOW,1,,,W,
USW0020943,20231016,PRCP,15,,,7,1800
